The	O	0.9906505282884183
Board	O	0.6101388006517359
of	O	0.6725757258909979
the	O	0.6682881925557915
Cameron	ORGANIZATION	0.9995846436189837
Station	ORGANIZATION	0.9997367867275143
Civic	ORGANIZATION	0.9998995812112044
Association	ORGANIZATION	0.9998818705288034
-LRB-	O	0.9997878310163119
``	O	0.9999824954267775
CSCA	O	0.7291032990402603
Board	O	0.7773198782478515
''	O	0.9992257421493588
-RRB-	O	0.9998599511988997
is	O	0.9999996878990974
troubled	O	0.9999985099468364
by	O	0.9999999718337453
the	O	0.9999983706454345
fact	O	0.9999957193278523
that	O	0.9999990522675205
the	O	0.9968338459689239
Planning	ORGANIZATION	0.9515564157670092
Commission	ORGANIZATION	0.9535393964323707
is	O	0.9999876432535234
reviewing	O	0.9999995830997664
the	O	0.9999673435707297
Sunset	O	0.9269943009777312
Provision	O	0.955768549288513
since	O	0.9999869956236326
SUP	O	0.8890909237331092
provision	O	0.9998364125664572
#	O	0.9999181170380459
75	O	0.9999665844152302
states	O	0.9999540922529218
that	O	0.9999962752450549
only	O	0.9995552313198467
City	ORGANIZATION	0.782949589471984
Council	ORGANIZATION	0.7837838219866579
has	O	0.9999785461886064
the	O	0.9999155248132727
authority	O	0.997438329158341
to	O	0.9999999317141169
make	O	0.9999995772829818
the	O	0.9999997777684049
determinations	O	0.9999664212816745
required	O	0.9999628531404559
.	O	0.9999992343231927
